LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
140000.0,2.0,2.0,1.0,46.0,3.0,2.0,2.0,0.0,0.0,0.0,88184.2,92471.375,86650.516,49741.1,50022.703,46705.5,3903.3184,3009.6375,3116.3503,2000.0,3298.586,5964.2256,0.0
50000.0,2.0,2.0,1.0,28.0,1.0,2.0,2.0,2.0,2.0,2.0,26375.768,27689.744,28796.35,26811.98,26497.783,26480.227,2000.0,2488.9824,2000.0,2206.0945,2460.492,0.0,0.0
290000.0,2.0,2.0,1.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,121512.59,124481.46,137402.77,117574.55,102523.945,138425.1,8435.608,14459.935,11883.945,5000.0,28057.594,80796.32,0.0
50000.0,2.0,2.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,19453.65,20492.24,21445.193,25096.668,24777.902,23580.057,1700.0,3001.6187,4331.434,1600.9841,2000.0,3700.0,0.0
230000.0,1.0,3.0,1.0,44.0,3.0,2.0,-2.0,-2.0,-2.0,-2.0,3929.587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290000.0,2.0,3.0,1.0,44.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,-109.84214,1070.6969,326.0,0.0,0.0,0.0,7819.53,1500.0,610.7181,0.0,1500.0,0.0
80000.0,1.0,1.0,2.0,26.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,390.0,1109.4565,1114.9792,6402.7256,0.0,903.8015,1537.6356,3004.4172,7630.06,0.0,2199.6953,0.0,0.0
120000.0,2.0,1.0,2.0,24.0,0.0,0.0,2.0,0.0,0.0,-2.0,5918.5156,7498.19,7573.912,4743.7646,0.0,0.0,5139.083,0.0,1348.351,0.0,0.0,0.0,0.0
210000.0,2.0,3.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,130117.21,123082.586,114367.766,130292.875,104675.89,99352.26,4399.0884,7125.174,6508.0986,3493.2021,6027.903,13115.125,0.0
50000.0,2.0,1.0,2.0,45.0,0.0,0.0,3.0,2.0,2.0,0.0,26050.213,17523.432,1197.2688,0.0,0.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0
340000.0,2.0,1.0,1.0,48.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110000.0,1.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,6073.4316,6969.6597,10358.734,10181.808,10834.519,0.0,1700.0,2680.6147,1500.0,1000.0,0.0,2589.7712,0.0
50000.0,1.0,3.0,2.0,25.0,1.0,3.0,2.0,2.0,2.0,2.0,21660.36,23664.238,19282.977,21794.076,24147.688,24027.242,0.0,0.0,3000.5884,1109.8029,2000.0,3000.0,0.0
60000.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,51291.383,59451.06,68688.69,49031.273,18658.11,212.12547,3000.0,3100.0,5000.0,786.7544,0.0,0.0,1.0
310000.0,1.0,1.0,2.0,42.0,1.0,-2.0,-1.0,-1.0,-2.0,-2.0,0.0,0.0,10239.878,0.0,0.0,0.0,0.0,10015.609,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,2.0,25.0,-1.0,0.0,0.0,0.0,0.0,-2.0,8037.8896,13084.063,6588.695,3834.5085,0.0,0.0,1800.0,2686.7244,1502.677,0.0,0.0,0.0,0.0
60000.0,2.0,3.0,1.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,11874.519,12121.271,12503.977,20065.213,19477.064,14648.848,1644.5042,3000.0,9121.967,1073.7028,1441.4067,3000.0,0.0
230000.0,2.0,3.0,1.0,40.0,1.0,2.0,2.0,-2.0,-2.0,-2.0,1456.9205,1608.9574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
280000.0,2.0,1.0,2.0,33.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,316.0,18275.23,211.23413,943.02136,390.0,1034.9642,14582.517,2005.2683,2098.2913,814.84595,2000.0,2002.4459,0.0
270000.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,2.0,2.0,21568.143,24071.668,26930.28,29382.338,28441.52,29799.312,2944.3635,6760.824,6499.8276,0.0,3800.0916,6000.0,0.0
15564.774,1.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,8779.679,7595.7744,10164.929,10150.07,7380.2456,9733.808,1737.6011,3000.0,1600.0,0.0,3000.0,4446.3267,0.0
70000.0,1.0,1.0,2.0,29.0,0.0,0.0,2.0,0.0,0.0,0.0,15035.972,15082.862,13212.481,9681.609,8884.877,13322.133,2768.7556,0.0,0.0,0.0,1525.546,985.9234,1.0
20000.0,1.0,2.0,1.0,35.0,-1.0,2.0,2.0,2.0,0.0,0.0,9738.772,9116.695,8963.986,9945.864,9557.885,7324.2124,2500.0,2500.0,1492.0127,1693.9724,2097.3604,0.0,0.0
320000.0,2.0,3.0,1.0,53.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250000.0,2.0,1.0,2.0,34.0,0.0,2.0,2.0,2.0,2.0,2.0,150007.55,141159.61,150117.08,138704.84,138880.95,149814.98,6621.769,6839.6147,11288.902,5000.0,7765.8037,11027.54,0.0
200000.0,2.0,2.0,2.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,152408.36,145566.03,150079.4,133068.75,37690.12,0.0,5309.312,7553.299,8651.029,1200.0,1500.0,82932.234,0.0
80000.0,2.0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,2.0,0.0,36757.418,44465.7,37425.355,41016.074,26083.67,1378.211,3203.1758,2978.379,5123.87,0.0,1468.3068,9514.4375,0.0
260000.0,1.0,1.0,1.0,41.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30000.0,1.0,1.0,2.0,28.0,1.0,2.0,0.0,0.0,2.0,2.0,17745.443,17740.973,19274.951,20062.227,23145.46,23728.588,0.0,2888.2275,2100.9392,1001.6778,1638.4957,2888.2988,0.0
80000.0,1.0,2.0,2.0,65.00568,1.0,2.0,2.0,2.0,2.0,2.0,19409.48,21978.66,22124.867,20829.824,24816.953,26429.992,1765.9772,4062.043,1953.1855,4408.812,2800.0,6149.762,0.0
170000.0,2.0,6.0,1.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,122752.1,96140.945,73674.66,55363.043,49222.984,46126.31,4409.1953,5000.0,3000.0,4185.446,3000.0,5000.0,0.0
389746.94,2.0,2.0,1.0,33.0,0.0,-1.0,0.0,0.0,0.0,0.0,206806.06,265120.03,250741.52,257124.89,179801.61,80885.625,72326.48,44933.65,20230.756,5000.0,6423.7354,45426.17,0.0
50000.0,1.0,2.0,2.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,20504.867,20466.547,18634.807,12393.264,9722.512,11946.89,1926.0626,5000.0,0.0,900.53906,1015.10913,2167.6328,0.0
60000.0,2.0,3.0,1.0,37.0,2.0,2.0,0.0,0.0,2.0,2.0,45912.32,56720.633,50110.42,53473.207,51755.586,45433.37,3378.5664,4000.0,5000.0,2000.0,1389.3777,1745.6676,1.0
20000.0,2.0,1.0,1.0,54.0,0.0,0.0,0.0,0.0,0.0,-2.0,4120.8433,2000.2312,5826.5337,10971.359,0.0,0.0,0.0,1343.8582,560.22015,0.0,0.0,0.0,1.0
30000.0,2.0,1.0,2.0,26.0,1.0,2.0,0.0,0.0,2.0,2.0,16049.87,18934.383,17981.672,26572.305,23448.746,18895.227,1465.413,2000.0,3000.0,929.7223,0.0,6499.287,1.0
80000.0,2.0,2.0,2.0,24.0,0.0,2.0,2.0,2.0,2.0,2.0,44062.95,38091.5,39980.527,42296.04,41926.863,45048.137,1708.2922,4321.749,2835.3374,1482.508,4000.0,0.0,0.0
50000.0,1.0,2.0,2.0,25.0,2.0,2.0,3.0,2.0,2.0,2.0,42680.35,38054.777,47435.582,42039.55,38677.605,42150.688,4062.3599,0.0,1990.3278,0.0,4000.0,2000.0,1.0
100000.0,1.0,2.0,2.0,42.0,0.0,2.0,2.0,2.0,2.0,2.0,46624.047,43151.766,46520.402,44627.58,41978.254,46331.168,2912.6226,4000.0,1719.9916,3000.0,4000.0,0.0,0.0
200000.0,1.0,2.0,1.0,43.0,0.0,2.0,2.0,0.0,0.0,0.0,64312.73,74830.82,77500.55,85211.75,78351.4,83305.75,14490.521,0.0,6840.6426,3000.3892,5000.0,7801.2554,0.0
170000.0,1.0,2.0,2.0,31.0,0.0,0.0,-1.0,2.0,-1.0,-1.0,4298.656,1081.8583,665.85956,0.0,390.0,4487.6187,1400.0,2200.0,0.0,853.9436,6501.691,3008.3005,0.0
30000.0,1.0,2.0,1.0,32.0,1.0,2.0,2.0,2.0,2.0,2.0,18993.137,18539.832,17171.223,17647.988,20614.248,22173.61,0.0,0.0,0.0,1782.4792,0.0,3001.7996,0.0
10000.0,2.0,3.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,-2.0,11320.054,10436.478,10474.386,8073.634,1046.3254,786.97174,1600.0,1160.6229,774.9847,328.39813,445.90103,0.0,1.0
80000.0,1.0,3.0,2.0,47.0,1.0,2.0,0.0,0.0,0.0,0.0,100911.586,89446.77,78328.3,86821.07,47835.4,35683.945,1376.2767,4000.0,5416.054,2142.588,3000.0,0.0,1.0
120000.0,2.0,2.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,68701.92,80439.46,78795.25,89815.15,50586.77,54952.816,5000.0,6000.0,10899.666,2000.0,5000.0,5247.484,0.0
520248.22,1.0,3.0,1.0,65.36157,0.0,2.0,2.0,0.0,0.0,0.0,851409.44,916525.3,1151227.5,691351.6,588719.4,581740.75,17057.234,18519.895,23406.111,19381.457,41155.324,60476.703,0.0
240000.0,1.0,1.0,2.0,27.0,1.0,2.0,2.0,2.0,2.0,2.0,2500.0,6552.988,6275.3506,2288.4937,3622.373,4687.424,2245.212,0.0,0.0,0.0,2000.0,0.0,0.0
30000.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,2.0,17856.908,19867.482,20540.672,18307.674,13832.748,4491.6167,1970.918,5000.0,1500.0,893.8753,3000.0,0.0,0.0
220000.0,2.0,2.0,2.0,28.0,0.0,2.0,2.0,2.0,2.0,2.0,71850.01,69096.125,64899.598,63436.094,67061.266,60429.246,4188.437,5000.0,5386.4824,2242.8323,0.0,10000.0,0.0
180000.0,1.0,1.0,2.0,43.0,-1.0,-1.0,2.0,0.0,0.0,-1.0,17515.65,17435.922,19359.521,22922.635,29035.242,28572.328,3000.0,0.0,3599.9507,4090.2922,31167.129,6415.8496,0.0
60000.0,1.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,44341.68,39501.383,36681.676,39718.977,40604.766,29863.553,3000.0,1707.4647,1287.1191,4000.0,1571.2859,843.9151,1.0
130000.0,2.0,2.0,1.0,46.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60000.0,2.0,2.0,2.0,33.0,1.0,2.0,0.0,0.0,0.0,0.0,30546.998,35101.047,32799.523,41086.73,30495.984,29135.307,0.0,4957.34,11965.626,5000.0,4500.0,3104.725,0.0
262554.72,2.0,2.0,1.0,46.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1113.3334,1947.3285,671.67413,0.0,174.79498,0.0,2010.129,694.84576,0.0,390.0,0.0,700.0,1.0
360000.0,2.0,1.0,2.0,27.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180000.0,2.0,3.0,1.0,49.0,0.0,0.0,2.0,2.0,2.0,2.0,11040.233,13154.291,16595.232,12489.969,17394.924,13159.622,3123.3552,3089.29,0.0,1500.0,0.0,2578.6782,0.0
360000.0,1.0,1.0,1.0,52.0,-2.0,-2.0,-2.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,1807.6425,8830.164,12128.692,0.0,0.0,5000.0,6501.007,7416.333,0.0,0.0
260000.0,2.0,3.0,1.0,28.0,0.0,0.0,2.0,2.0,2.0,2.0,104131.95,92331.17,104655.34,98151.83,112039.37,108812.53,6000.0,9009.479,0.0,8372.254,0.0,7000.0,0.0
280000.0,2.0,2.0,1.0,34.0,0.0,0.0,0.0,0.0,-1.0,0.0,193457.17,179118.62,162235.9,136395.66,19033.822,29272.025,7088.9243,5352.4526,8989.938,15000.0,5000.0,17527.082,0.0
30000.0,1.0,3.0,1.0,52.0,2.0,2.0,0.0,0.0,2.0,0.0,36530.32,36876.207,36307.76,45754.258,32289.906,32028.096,637.2634,2800.0,3087.7256,0.0,1099.587,1268.9069,1.0
120000.0,2.0,1.0,1.0,35.0,0.0,2.0,2.0,2.0,0.0,2.0,5846.0103,6283.88,6234.499,6483.293,7483.8633,991.65234,1769.3562,2500.0,0.0,1000.0,0.0,0.0,0.0
70000.0,2.0,2.0,1.0,45.0,0.0,2.0,0.0,0.0,2.0,2.0,17937.691,17668.05,18181.352,19779.232,19759.92,20082.293,0.0,3000.0,2000.0,1009.578,1760.9012,4500.0,0.0
130000.0,2.0,2.0,1.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,72828.125,72377.61,63640.867,48772.895,44370.387,35671.254,3066.217,4515.3735,2527.039,1422.5278,2044.6227,4000.5564,0.0
60000.0,2.0,2.0,1.0,60.183056,0.0,2.0,2.0,2.0,2.0,2.0,45260.188,38511.867,46521.57,35688.707,29782.773,28465.576,4000.0,4337.8057,4002.541,1042.7235,0.0,10000.0,0.0
500000.0,2.0,1.0,1.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,344772.22,346082.72,433044.0,396767.16,373670.03,315610.5,15179.987,20205.451,20428.17,10000.0,8000.164,19975.914,1.0
500000.0,2.0,1.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,265739.72,209909.7,188526.31,180040.39,176496.17,180038.39,10000.0,10000.0,14327.291,7154.096,16879.05,13815.461,0.0
30000.0,1.0,3.0,2.0,36.0,-1.0,0.0,0.0,2.0,2.0,2.0,16390.824,17788.621,20309.938,15866.4,11123.529,8975.7295,2000.0,6000.3667,0.0,1204.0787,0.0,8599.23,0.0
240000.0,2.0,1.0,2.0,34.0,0.0,0.0,2.0,-1.0,0.0,0.0,960.41705,1892.45,2750.3699,1007.12915,2479.3079,3148.7266,2000.0,3000.0,2000.0,1300.0,1373.4952,0.0,0.0
120000.0,2.0,2.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,126429.93,121194.61,124660.336,103777.68,101398.055,94315.17,5015.0957,3500.0,3653.1594,3358.6536,3797.4775,3414.8853,1.0
200000.0,1.0,3.0,1.0,37.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,2373.8123,0.0,0.0,556.54034,0.0,435.01215,0.0,0.0,1500.0,0.0,1011.7329,0.0,0.0
50000.0,2.0,2.0,1.0,54.0,0.0,2.0,2.0,0.0,0.0,0.0,50006.902,50236.22,41255.168,40522.645,30160.697,29163.51,3397.0166,2000.0,5500.0,3300.6277,3151.969,5000.0,0.0
310000.0,2.0,2.0,2.0,27.0,1.0,2.0,-1.0,-1.0,-1.0,-2.0,6355.6846,390.0,1041.4824,1828.5969,0.0,0.0,0.0,918.1528,976.64874,0.0,0.0,3615.3635,1.0
200000.0,2.0,1.0,1.0,35.64696,0.0,0.0,0.0,0.0,0.0,0.0,83982.0,79032.37,85721.48,81139.01,67448.766,77991.414,5585.3467,5700.826,5000.0,0.0,14825.5625,0.0,0.0
30000.0,1.0,2.0,1.0,52.0,0.0,2.0,2.0,0.0,0.0,0.0,20319.951,19189.139,18391.459,20403.22,13109.549,12610.443,0.0,3124.822,2010.6519,1264.6282,2000.2075,4000.0,0.0
140000.0,2.0,2.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,45678.72,45181.67,38530.793,35457.242,42176.95,46741.83,1649.607,5000.0,2718.2493,1500.0,5300.5522,4000.0,0.0
115244.27,1.0,2.0,1.0,26.0,0.0,2.0,2.0,2.0,0.0,0.0,65782.85,67090.93,52086.01,53443.16,57670.66,57844.555,4500.0,0.0,3000.0,2000.0,4235.3804,6490.593,0.0
240000.0,1.0,2.0,1.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,180825.95,186207.25,144529.5,150598.98,144945.52,128483.805,7793.997,11004.873,11919.671,7893.737,7893.4053,9662.889,0.0
430000.0,2.0,2.0,1.0,37.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
260000.0,2.0,1.0,2.0,24.0,0.0,2.0,2.0,2.0,0.0,0.0,177900.56,174767.81,165871.61,151305.52,164028.22,140554.17,6310.196,9752.062,6011.203,4389.9453,10000.0,13225.044,0.0
170000.0,2.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,99822.52,98007.57,116452.5,111338.84,97209.01,92805.72,5000.0,9193.588,9263.834,5000.0,5388.3877,6057.1904,0.0
50000.0,1.0,1.0,2.0,28.0,-1.0,2.0,3.0,2.0,2.0,2.0,13372.069,29577.133,27536.559,26924.129,24548.543,28827.783,15041.394,1867.2959,0.0,2000.0,2321.1123,0.0,1.0
50000.0,1.0,3.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,48018.84,48509.21,29330.61,24575.996,26667.277,29648.79,1936.4381,3854.6548,1600.0,2000.0,5258.8193,0.0,0.0
20000.0,2.0,2.0,1.0,43.0,0.0,0.0,0.0,2.0,2.0,-2.0,4431.941,8297.354,5768.66,2538.4512,0.0,0.0,2006.1611,3008.2024,0.0,3000.0,0.0,3448.7532,0.0
160000.0,2.0,3.0,1.0,42.0,0.0,0.0,0.0,2.0,2.0,2.0,77114.58,76253.734,83928.61,82874.24,76715.375,90568.18,3121.2766,6993.4917,5989.991,3019.0564,11000.0,10000.0,0.0
200000.0,2.0,1.0,2.0,44.0,1.0,2.0,0.0,0.0,0.0,0.0,18482.746,21379.043,14439.333,20763.328,19314.592,783.97003,1239.2834,4486.8604,12629.428,0.0,0.0,3000.0,0.0
110000.0,2.0,2.0,1.0,42.0,1.0,2.0,2.0,2.0,2.0,2.0,69011.15,74890.11,62421.68,75571.164,59498.47,60995.984,0.0,7000.0,7377.0513,0.0,6000.0,0.0,0.0
360000.0,1.0,1.0,1.0,38.0,1.0,-2.0,-2.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,6752.502,3803.1284,2861.225,0.0,0.0,9004.469,4212.2876,3000.0,3596.8801,0.0
200000.0,2.0,2.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,74477.08,72671.875,78546.914,89870.484,28485.996,17560.902,7004.9546,5528.842,5000.0,0.0,1500.0,2398.6135,0.0
300000.0,2.0,1.0,2.0,36.0,1.0,2.0,2.0,0.0,0.0,0.0,51788.14,49616.81,40370.68,58253.656,47653.64,50755.445,0.0,0.0,5959.736,2523.687,2577.4517,5000.0,0.0
160000.0,1.0,3.0,1.0,47.0,0.0,2.0,0.0,0.0,0.0,0.0,87160.125,87185.836,84195.484,68965.03,53211.656,69480.91,0.0,5000.0,3429.6257,5036.2456,16808.203,7741.5684,0.0
370000.0,1.0,2.0,1.0,28.0,1.0,2.0,2.0,2.0,-2.0,-2.0,69570.67,50676.703,11545.502,0.0,0.0,0.0,5996.8647,0.0,0.0,0.0,0.0,4529.9355,0.0
140000.0,2.0,3.0,2.0,42.0,0.0,2.0,2.0,0.0,0.0,0.0,16035.865,17901.322,18159.549,13594.335,15364.365,15637.63,3684.1982,0.0,0.0,865.15344,1500.0,2000.0,0.0
110000.0,1.0,3.0,2.0,42.0,0.0,0.0,2.0,0.0,0.0,2.0,49693.195,40205.426,36419.562,34905.957,40741.77,27578.912,3541.23,0.0,3135.0032,5009.9224,3000.0,0.0,0.0
70000.0,2.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,2.0,0.0,40261.207,42898.03,40744.227,44561.066,38620.79,31457.44,3000.0,4594.3203,5000.0,0.0,2000.0,3000.0,0.0
220000.0,2.0,2.0,1.0,40.0,1.0,2.0,0.0,0.0,2.0,0.0,105673.95,101616.43,102031.35,95208.35,66918.87,63254.777,0.0,7006.734,11002.491,0.0,5000.0,4967.1807,0.0
180000.0,2.0,1.0,1.0,25.0,1.0,2.0,0.0,0.0,0.0,0.0,181481.7,180454.92,192247.75,200420.02,175635.56,148718.97,0.0,8132.1504,8283.391,6547.132,7503.4805,3988.346,1.0
20000.0,2.0,2.0,1.0,40.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,350.7179,0.0,0.0,442.1564,632.6295,0.0,0.0,2323.0293,1500.0,1000.0,0.0,2219.02,0.0
50000.0,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,13709.921,15882.517,16091.899,18020.336,19358.996,18544.344,1699.2405,3600.8643,5000.0,1900.0,2162.4895,0.0,0.0
150000.0,1.0,1.0,2.0,30.0,0.0,0.0,2.0,2.0,2.0,0.0,66400.74,67553.14,66323.79,78467.11,78465.52,75982.66,8618.715,0.0,13973.537,0.0,4872.703,10000.0,0.0
50000.0,1.0,1.0,2.0,28.0,2.0,2.0,3.0,2.0,2.0,2.0,72555.484,79362.81,53615.242,47193.465,38480.543,35320.4,5377.489,0.0,0.0,4769.9463,0.0,8572.605,1.0
20000.0,2.0,3.0,1.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,12892.421,11700.387,11433.38,15566.775,17045.371,13420.895,1812.0323,3000.0,3664.0422,921.64795,2422.3674,3963.6064,0.0
30000.0,2.0,3.0,1.0,43.0,0.0,0.0,2.0,2.0,2.0,0.0,5868.0967,13569.521,12093.653,10971.906,9765.141,8247.324,6821.235,3947.781,2000.0,0.0,1846.7953,3800.5898,0.0
90000.0,2.0,2.0,1.0,38.0,0.0,0.0,0.0,5.0,-1.0,-2.0,17455.184,11547.144,268.79388,599.7635,0.0,0.0,1700.0,0.0,390.0,2295.7568,0.0,0.0,0.0
150000.0,1.0,1.0,2.0,33.0,1.0,2.0,2.0,2.0,2.0,2.0,18614.842,20651.244,22512.416,24063.955,27040.15,25674.436,1000.0,1082.7372,1200.0,1500.0,1000.0,728.83264,1.0
50000.0,2.0,1.0,1.0,25.0,-1.0,3.0,2.0,2.0,2.0,2.0,27104.838,27833.508,26773.586,27730.787,27677.043,27472.166,2300.0,3000.0,4475.3906,0.0,3000.0,2183.496,0.0
90000.0,1.0,1.0,2.0,29.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,7301.0225,-116.56343,-18.263607,-8.966421,-0.39660215,0.0,325.47162,0.0,0.0,0.0,0.0,0.0,1.0
100000.0,1.0,3.0,1.0,53.0,1.0,-2.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
