LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
80000.0,1,3,2,36.0,0,0,2,2,2,2,67929.78,71233.91,73800.625,72497.61,79548.664,77816.62,5500.0,3399.9858,1420.6213,3106.3662,2483.0183,3910.5383,0
80000.0,2,2,2,29.0,2,2,2,2,2,2,38223.895,41462.004,41453.605,41045.613,36428.938,38439.258,2700.2356,1069.8207,2000.0,0.0,3000.0,4005.9448,1
50000.0,2,2,1,43.0,0,0,2,2,0,0,23496.402,38541.355,43315.4,67793.06,22667.914,20794.852,6773.8726,1934.4299,0.0,698.5436,1200.2537,1126.9204,0
500000.0,1,1,1,33.0,0,0,0,0,0,0,15748.857,16536.455,19469.5,14644.046,8775.084,10013.744,1605.613,4000.0,1500.0,2000.0,2829.6829,2500.0,0
70000.0,2,2,1,27.0,0,0,0,0,0,2,59151.562,59960.688,56298.984,40571.668,53483.242,51426.453,3162.8918,2000.0,2000.0,0.0,0.0,8382.359,0
285309.03,2,1,1,46.0,-1,-1,2,2,-2,-2,2496.8098,2756.4766,3230.524,-208.75415,0.0,0.0,3409.5781,780.9787,0.0,460.60782,0.0,0.0,0
50000.0,2,2,1,44.0,0,0,2,0,0,0,33597.523,35822.89,34471.574,30947.467,27160.053,28918.271,2358.5994,1809.9176,1000.0,1000.0,1000.0,1076.236,0
70000.0,1,2,2,47.0,0,0,0,0,0,0,30297.516,9994.459,11645.878,11709.289,14377.566,14130.113,1500.0,1432.4553,1777.4888,1036.1663,1000.0,1000.0,0
80000.0,2,2,2,40.0,0,0,0,0,0,0,75639.28,78141.516,78496.24,63330.043,55437.36,52890.418,2997.5894,4615.6597,2956.2432,1978.4377,2000.0,2125.7075,1
100000.0,1,2,1,53.0,0,0,0,0,0,0,79360.41,79273.06,74976.586,59662.707,76204.85,55155.777,3018.1504,2600.0,2000.0,2800.0,3034.9749,0.0,0
340000.0,1,2,2,29.0,0,0,2,2,0,0,19888.068,32326.922,27345.066,19735.764,17350.21,19283.893,4027.907,1000.0,0.0,1000.0,2209.9485,390.0,1
110000.0,2,2,2,24.0,-1,2,2,-2,-2,-2,3672.8572,2415.2068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,0
210000.0,2,1,2,38.0,-2,-2,-2,-2,-2,-2,4097.1646,9604.71,8908.106,12360.464,4543.549,8193.059,10026.547,6885.472,10565.386,3022.8623,7669.524,24968.982,0
360000.0,1,1,2,38.0,0,0,0,0,0,0,92149.69,92594.33,153142.02,133906.62,143217.92,135184.89,20000.537,104779.85,8552.194,16393.5,4000.0,5000.0,0
30000.0,1,3,1,50.0,1,2,2,7,7,7,5041.066,4848.5977,2085.9177,1356.871,1438.3093,2117.1855,0.0,331.31985,0.0,0.0,0.0,0.0,1
50000.0,2,3,1,37.0,0,0,-2,-2,-2,-2,51106.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,0
360000.0,1,2,2,28.0,0,-1,-1,0,0,0,51195.82,28165.465,175468.06,127359.305,68059.54,66657.44,35385.195,192396.8,25038.87,5000.0,13201.727,29887.639,0
163659.95,1,1,2,51.0,0,0,0,0,0,0,132536.97,151087.16,141693.34,133131.69,131913.6,132390.75,6243.3735,5569.352,5831.8784,5000.0,5000.0,5000.0,0
360000.0,2,2,1,44.0,-1,0,0,0,0,-1,5428.165,11939.144,13898.898,10255.503,6702.7573,3240.51,4000.0,2297.2249,1700.0,682.5739,52.87505,395.4682,0
70000.0,2,2,2,24.0,2,3,2,0,0,0,66630.28,76377.71,49547.02,48825.37,28027.47,30089.88,892.7345,0.0,6268.4644,2000.0,1721.0823,2000.8297,1
80000.0,2,1,2,22.0,1,2,2,2,0,0,79945.45,77891.805,77639.91,80154.016,60591.75,60160.496,0.0,8862.032,0.0,2448.3909,2908.922,3155.6816,0
110000.0,2,1,1,30.0,0,0,0,0,2,2,17871.096,19542.34,19461.104,20170.734,19447.576,19224.125,1474.8945,1325.6475,1000.0,1000.0,0.0,500.0,1
80000.0,2,3,1,43.0,-1,-1,-2,-2,-2,-2,35.104813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80000.0,1,2,2,26.0,0,0,0,0,0,0,71821.69,68025.164,49822.867,2046.1561,10282.42,12474.457,3000.0,2157.7654,500.0,716.3513,782.7209,1679.4492,0
50000.0,1,1,1,51.907642,0,0,2,2,2,-2,49265.406,72591.63,54162.17,100184.01,0.0,0.0,5000.0,0.0,6350.188,0.0,0.0,0.0,1
80000.0,2,2,1,49.0,1,2,0,0,0,-2,97344.5,96852.98,54291.06,33743.652,0.0,0.0,0.0,5827.402,5000.0,0.0,0.0,0.0,1
60000.0,1,2,1,34.0,0,0,2,0,0,0,47231.07,51048.293,49984.645,53536.34,46408.863,46091.746,5678.433,0.0,2965.3564,1261.6781,2239.7573,2035.0133,0
260000.0,2,1,2,28.0,0,0,0,0,0,0,254605.55,262012.25,239451.39,200893.0,209507.81,225761.5,9455.955,8635.735,7875.0986,6914.1284,7855.2373,13903.387,0
145798.16,2,1,2,32.0,2,0,0,0,0,0,49144.996,48475.695,47024.426,48930.54,47579.633,57324.51,3000.0,2919.1277,2000.0,3097.5715,9705.698,0.0,0
50000.0,1,2,1,41.0,0,0,2,0,0,2,19071.514,11241.011,14341.203,17907.408,18306.54,19026.723,1000.0,630.9374,896.4153,1339.3958,370.787,390.0,0
20000.0,2,2,1,36.0,1,2,0,0,0,0,8755.518,10054.724,9817.564,10963.519,10721.161,10215.15,0.0,1018.92017,1431.3442,941.66327,2300.0,831.4078,0
210000.0,2,3,1,46.0,0,-1,-1,-1,-2,-2,2224.9922,2231.3123,401.143,0.0,0.0,2089.4275,2456.3582,161.21855,0.0,0.0,2000.0,2138.2107,0
360000.0,2,1,1,46.0,2,2,2,2,2,2,183908.12,256337.7,260263.38,236352.84,262621.78,254984.5,75099.516,1533.4922,19250.24,15112.997,11804.41,8198.981,0
190000.0,1,1,2,27.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
270000.0,1,1,1,52.0,-1,2,-1,-1,-1,-1,3220.9895,1663.2203,3210.3215,455.78955,571.2216,707.06464,420.9942,2411.775,500.0,636.1114,834.2655,484.101,1
80000.0,2,3,2,60.32688,0,0,0,0,0,0,58781.973,73856.53,67039.18,50449.34,20198.824,16854.027,3203.3694,5885.5415,6000.0,3000.0,2000.0,2000.0,0
360000.0,1,3,1,37.0,-1,-1,-1,-2,-2,-2,0.0,336.93262,-8.94295,-777.3703,-260.10608,-189.1365,274.1807,396.0,0.0,0.0,0.0,0.0,1
200000.0,2,1,1,33.0,0,0,-2,-2,-2,-2,8291.19,0.0,390.0,0.0,0.0,0.0,0.0,398.79123,0.0,0.0,0.0,0.0,0
50000.0,2,1,2,43.0,-1,-1,2,-1,-1,-1,1267.692,513.40674,248.8959,458.8625,780.0,0.0,646.9265,0.0,486.2106,1000.0,0.0,1000.0,0
260000.0,2,1,2,34.0,2,2,2,2,2,0,14517.991,19754.713,18902.48,20217.256,19157.965,20066.707,2000.0,971.6222,1500.0,0.0,1100.6432,4500.0,1
60000.0,2,1,1,30.0,-1,-1,-1,-1,0,0,21321.113,22087.934,2658.701,48339.945,16350.976,76594.28,4630.979,1000.0,44630.258,1208.6969,58220.027,1312.7928,0
90000.0,2,1,1,46.0,-1,-1,-2,-2,-2,-2,1144.6718,78723.13,153.96858,0.0,0.0,0.0,62701.69,0.0,0.0,0.0,0.0,0.0,0
50000.0,2,2,1,37.0,0,0,2,0,0,0,50634.27,53717.62,38156.01,28492.932,20631.145,23128.658,5485.135,0.0,2088.2163,2002.3047,1807.7327,2199.8164,0
30000.0,1,2,2,30.0,0,0,0,0,0,0,36777.48,38884.668,34787.64,22355.871,29904.232,24691.336,1749.0648,4549.1655,1500.0,1500.0,2971.4324,1548.7802,0
130000.0,2,2,2,24.0,2,0,-1,0,0,0,123400.66,155579.05,107372.484,89205.98,106421.875,106867.68,9120.071,8502.946,3656.0894,5613.0117,5474.4795,8901.95,1
500000.0,2,1,2,37.0,-1,-1,-1,-1,-1,-1,23928.258,36547.195,36121.844,6648.4487,3318.578,7213.098,27197.73,43769.453,6080.7896,4617.8833,6097.9766,8608.91,0
260000.0,1,1,1,44.0,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,9751.274,0.0,0.0,0.0,0.0,5834.4453,0.0,0.0,0.0,0
100000.0,2,3,2,44.0,2,2,2,0,0,-1,89247.98,96940.35,76580.02,71761.23,22117.914,31078.213,3802.521,0.0,1350.187,3512.7676,29580.79,1000.0,1
200000.0,1,2,2,27.0,1,-2,2,2,2,-2,769.9765,1838.4878,1471.7457,1430.424,312.97586,0.0,0.0,0.0,0.0,0.0,0.0,323.8056,1
320000.0,1,1,2,35.0,0,0,0,0,0,0,164080.69,155306.45,138731.88,104481.164,173689.61,146892.7,8482.472,8007.7173,8000.0,74052.41,15000.0,10028.887,0
50000.0,2,1,2,37.0,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.7103,0.0,1900.8997,0
70000.0,1,3,2,53.0,1,-2,-2,-1,-1,-1,0.0,0.0,0.0,8311.368,0.0,4853.454,0.0,0.0,10000.0,0.0,3000.0,46899.113,0
545140.25,2,1,2,35.0,0,0,0,0,0,0,184268.3,173198.02,172163.3,174112.14,145299.1,150845.89,5966.279,8000.0,5604.702,6000.0,5001.202,5000.0,0
140000.0,2,3,1,49.0,0,0,0,0,0,0,51224.973,34248.24,19987.686,12057.109,9874.394,18427.768,1477.8544,1214.5023,0.0,1411.4442,15000.0,746.05695,0
360000.0,2,1,1,50.0,0,0,0,0,0,0,112376.234,107192.97,118409.87,85817.97,70229.99,73414.04,6961.4937,10000.0,5003.804,2000.0,5280.596,3027.7275,0
150000.0,1,3,2,29.0,0,0,0,0,0,0,59670.504,55343.78,50282.28,47055.062,40011.027,36967.45,2150.4854,2039.7637,2000.0,1206.381,2016.2812,8015.3975,0
50000.0,2,2,2,22.0,-1,-1,-2,-2,-2,-2,7789.6,325.3435,0.0,0.0,0.0,0.0,1070.475,0.0,0.0,0.0,0.0,0.0,0
50000.0,1,1,1,52.0,0,0,0,0,-2,-1,19523.426,17370.598,15875.753,0.0,0.0,986.53687,2000.0,1356.0076,0.0,0.0,1108.923,0.0,1
140000.0,2,2,1,38.0,0,0,0,0,0,0,96175.55,84665.555,101874.1,96344.92,79811.0,76856.38,3715.107,5000.0,4242.5703,3396.5337,5000.0,3204.596,0
20000.0,2,2,2,24.57072,1,2,2,2,2,2,8373.882,11136.659,11727.659,14309.29,9391.669,10511.953,1500.0,0.0,1463.4762,0.0,1814.8931,0.0,0
50000.0,1,2,2,25.0,0,0,0,2,0,0,30521.541,43358.254,36946.383,27681.572,21680.424,21737.85,2000.0,4000.631,0.0,1783.9819,4000.0,2299.8857,1
472655.22,2,2,1,64.37027,-1,-1,-1,-1,-1,-1,8264.515,10370.786,1082.1036,27560.615,3057.2102,2015.6956,9166.911,1357.0453,28192.057,3000.0,1818.416,126799.25,0
340188.03,2,1,2,25.0,0,0,0,0,0,0,205929.12,231319.62,193499.55,148344.83,132690.55,133532.28,7238.6675,7357.081,5650.785,4931.448,11994.876,5177.25,0
100000.0,1,3,1,37.90571,-1,-1,-1,-1,-1,-1,715.38605,753.04944,694.34705,390.0,830.01904,4031.0906,410.46237,390.50302,325.67334,1102.3042,5075.7886,251.99567,0
130000.0,2,1,1,31.0,-1,2,0,0,2,2,2909.787,2499.225,2951.323,6421.8525,3689.1492,9643.855,0.0,2431.6914,1757.0516,0.0,5080.6514,0.0,1
60000.0,1,2,1,37.0,2,0,0,-1,0,0,69746.0,54986.2,46070.855,57888.297,46283.895,46519.055,3000.0,1290.5526,77510.76,1500.0,1300.0,1822.6937,1
140000.0,1,1,2,45.0,0,0,2,-1,-1,-1,17194.604,42642.066,30029.75,19278.688,1463.0481,392.80652,26895.555,9.080624,18939.02,779.03674,577.1868,1000.0,0
20000.0,1,2,2,38.0,0,0,-1,-1,0,0,8842.864,7957.003,1252.2295,18581.914,8219.219,4193.343,3456.2004,1000.0,14296.753,2198.8743,482.0342,394.33328,0
90000.0,1,1,2,23.0,1,-1,-1,0,-1,-1,2002.4625,3226.9207,0.0,1765.8402,780.61255,0.0,2496.066,0.0,1752.4529,1000.0,0.0,0.0,0
30000.0,1,2,2,45.0,2,3,2,0,0,0,16206.176,21120.348,21013.473,18554.107,16738.516,20566.117,1000.0,0.0,0.0,1229.7212,1431.3419,986.9973,1
10000.0,1,1,0,24.0,-1,2,2,-1,-1,-1,2972.527,1519.9943,413.64838,374.44888,390.0,0.0,0.0,243.78397,585.80676,174.0558,0.0,0.0,1
50000.0,2,2,1,35.0,-1,-1,-1,-1,-1,-1,11224.602,3709.5474,4280.817,0.0,2520.6648,2163.2688,4982.62,5000.0,0.0,2218.4543,1441.2609,3335.611,0
500000.0,2,1,2,37.0,-1,-1,-1,-1,0,-1,21678.512,18005.75,8398.459,14773.07,39261.24,11882.843,7499.6694,7136.131,10000.0,16722.943,5192.562,1082.5278,0
50000.0,2,3,2,56.0,0,0,0,0,0,0,40521.973,32857.08,29004.332,27972.258,29453.557,32214.398,1300.0,2000.0,2148.5833,1200.0,2000.0,1500.0,0
310000.0,1,1,2,44.0,-2,-2,-2,-2,-2,-2,266.15854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
160000.0,2,1,1,31.0,-1,-1,-1,0,0,-1,0.0,17348.182,16053.191,5225.8765,2459.5608,2839.9683,18046.717,9754.713,861.29,0.0,3000.0,33711.746,0
210000.0,2,1,2,30.0,-1,-1,-1,0,-1,-1,2946.1982,2913.657,785.96136,2397.025,753.9058,329.53052,3000.0,2007.5634,1523.2577,627.18365,591.81116,1448.2312,0
80000.0,2,1,2,31.0,0,0,0,-2,-2,-2,13967.351,7942.8623,0.0,0.0,0.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0
200000.0,2,3,1,38.0,0,0,2,0,0,0,54080.953,61325.17,54727.54,51784.613,48420.027,51517.17,3344.018,0.0,1782.5322,2000.0,2000.0,990.07983,1
488123.5,2,1,1,40.0,0,0,0,-1,-1,-1,28098.762,16893.883,16981.271,1614.008,28446.096,-176.80429,934.5105,13000.0,4989.379,26315.975,0.0,0.0,0
130000.0,2,1,2,24.0,-1,-1,-1,-1,-1,0,1370.2015,3747.0967,16855.494,5937.2505,64433.85,30547.29,2642.003,18316.928,1574.7227,65758.54,5600.7964,7658.425,0
300000.0,1,2,2,30.0,0,0,0,0,0,0,306376.88,333161.53,423253.34,155762.78,149626.6,146022.48,12645.609,9566.604,8000.0,6004.7744,6764.3574,8000.0,0
180000.0,2,1,1,35.0,-1,-1,-1,-1,-1,-1,325.79126,3889.9436,450.41107,477.73712,390.0,0.0,4149.66,612.9681,600.0,272.13898,0.0,321.95203,0
70000.0,1,2,1,38.0,1,2,2,2,2,0,63152.79,59321.164,50692.598,52415.117,44530.895,37726.16,0.0,4443.2534,1467.2323,307.05698,1904.5428,2274.9492,0
80000.0,2,3,2,40.0,0,0,0,0,0,0,2536.0173,3202.552,83912.2,43316.117,43169.3,36909.46,1080.0105,73258.7,1462.5404,1200.0,1679.679,1264.5571,0
100000.0,1,3,1,43.0,2,0,0,-1,-1,-1,76873.664,89570.82,16193.741,10624.2705,0.0,7949.474,1880.1718,386.2333,19139.756,0.0,5000.0,0.0,1
200000.0,2,1,1,39.0,0,0,0,0,-1,-1,109978.85,130145.78,52819.203,20011.904,3314.5732,19789.041,17429.848,3000.0,2149.8474,2406.93,9939.984,3000.0,0
200000.0,2,2,2,34.0,1,-2,-2,-2,-2,-1,0.0,0.0,0.0,0.0,0.0,874.5549,0.0,0.0,0.0,0.0,1000.0,112.749374,1
20000.0,1,2,1,32.0,1,2,2,2,0,0,2868.5505,3488.66,1356.5812,780.0,1619.7362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20000.0,1,3,1,42.0,1,2,2,0,0,0,13506.515,12973.719,14779.657,17333.61,16279.409,17124.94,1267.9785,0.0,2000.0,967.08167,641.8686,958.73334,1
240000.0,2,2,2,36.0,0,0,0,0,0,-1,4887.9697,4778.114,7123.4844,5124.0854,1729.8345,4569.4375,1077.8652,1421.8309,2011.6364,3005.355,5013.936,2000.0,0
80000.0,2,2,1,42.0,0,0,0,0,0,0,19244.617,17343.75,17162.393,12524.449,11079.513,49750.598,2196.0186,1880.1337,1198.7394,2101.9502,22558.844,3270.9595,0
90000.0,1,1,2,29.0,2,0,0,2,0,0,46958.93,45287.99,49550.19,43698.64,47855.145,54015.066,2102.6228,3999.9175,0.0,1365.483,1300.8586,1595.7883,1
50000.0,2,2,2,28.0,1,2,2,0,0,0,48701.594,48499.566,38304.305,29851.643,34604.777,29264.32,0.0,6000.0,0.0,0.0,2000.0,3461.1726,1
110000.0,2,1,2,32.0,0,0,0,0,0,0,84025.56,99225.5,68093.36,24101.283,23680.445,18194.363,3657.4497,3000.0,268.66254,1345.1035,1000.0,3000.0,0
20000.0,1,3,2,38.0,-2,-2,-1,2,2,-1,467.7081,0.0,1744.532,1630.8302,5535.302,2307.0103,0.0,2214.9956,0.0,400.0,2000.0,3606.997,0
180000.0,1,1,1,41.0,-2,-2,-2,-2,-2,-2,10989.929,3821.5269,2948.0989,5414.146,6331.01,817.6986,2500.0,2307.038,4200.723,5005.81,1500.0,3003.7517,0
280000.0,2,1,1,41.0,0,0,-1,0,0,0,5569.3613,4400.6865,1881.9371,4241.018,3691.9119,19516.76,1000.0,1017.1861,1412.2703,1000.0,15000.0,1000.0,0
180000.0,1,1,2,32.0,0,0,0,0,0,0,174652.98,199559.25,139434.66,32550.479,28156.572,27656.07,8000.0,7506.823,2000.0,7000.0,3702.1738,6259.948,0
20000.0,2,2,2,32.0,0,0,0,0,0,0,20419.086,19955.35,23361.549,22845.574,17873.266,-295.27866,1600.0,1217.1267,2404.8503,1600.0,453.43292,0.0,1
